country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",19-01-2026 08:00,28.623763,77.287209,PM10,259,451,359
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",19-01-2026 08:00,28.623763,77.287209,SO2,1,9,5
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",19-01-2026 08:00,28.39072,77.30059,NH3,10,12,11
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",19-01-2026 08:00,28.376058,77.315741,SO2,5,6,5
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",19-01-2026 08:00,28.4417,77.3217,NH3,10,12,11
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",19-01-2026 08:00,28.4417,77.3217,SO2,6,6,6
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",19-01-2026 08:00,28.422681,77.148944,NO2,11,30,22
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",19-01-2026 08:00,22.977134,72.553024,NO2,26,117,73
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",19-01-2026 08:00,23.020509,72.579261,NO2,10,104,52
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",19-01-2026 08:00,23.020509,72.579261,OZONE,2,50,5
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",19-01-2026 08:00,23.016834,72.625775,SO2,21,51,35
India,Delhi,Delhi,"Pusa, Delhi - IMD",19-01-2026 08:00,28.63611,77.173332,PM10,153,447,319
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",19-01-2026 08:00,28.563262,77.186937,SO2,NA,NA,NA
